#,Title,Track name,Abstract,Similarity rating (0-100),Similarity checked (date),Similarity checker,Page number for attendee proceedings,Authors with affiliation and country
1571073548,Enhancing Smart Greenhouse Management System Using Hybrid Machine Learning Model,Track 01 Agriculture and Food Technology,"This research introduces a new hybrid machine-learning model for optimizing smart greenhouse operations in response to worldwide food production demand. The model combines Random Forest (RF) and Support Vector Machine (SVM) algorithms to efficiently monitor and control important environmental parameters like temperature, humidity, water, and soil nutrient levels. With a large dataset of 37,923 data points and 13 essential features, the hybrid model uses RF for regression tasks like forecasting continuous environmental variables and SVM for binary classification tasks like predicting actuator states. Several conventional machine learning techniques, such as Logistic Regression, Random Forest, Decision Tree, Naïve Bayes, SVM, and K-Nearest Neighbors (KNN), were used to compare the hybrid model's performance. The hybrid model outperformed the others with an accuracy of 99.70\%, precision of 99.75\%, a recall of 99.71\%, and an F1 score of 99.73\%. These indicators highlight how well the model can improve greenhouse management by making accurate and dependable forecasts. This study demonstrates how smart agriculture may be upgraded using cutting-edge machine learning techniques, providing a reliable solution for sustainable and effective greenhouse operations.",15,9/15/24 18:49,ithenticate,,"Tanima Bhowmik (Institute of Engineering & Management, India)"
1571073549,Innovative 3D-Printed pH Wearable Sensor 3DpHS: Wireless and Battery-Free System for On-Demand Health Monitoring,"Track 07 IoT, Wearables and Immersive Technologies","Wearable pH sensors are valuable for health monitoring, including infection detection, disease diagnosis, and personalized medicine. However, current devices are often costly, rigid, and require bulky instruments operated by skilled personnel, limiting their clinical and remote application. Here, we introduce a miniaturized, battery-free, biocompatible, flexible, 3D-printed (3DpHS) sensor system with a reusable NFC module for wireless, real-time pH monitoring. Using direct ink writing, the sensors were printed with an NFC circuit on a flexible, skin-like substrate, offering a low-cost, efficient fabrication process. The system demonstrated high sensitivity (~ |51.8| mV/pH), specificity, and flexibility across a pH range of 3.0-10.0, and outstanding biocompatibility (cell viability > = 90%), making it suitable for continuous wound healing monitoring. Its real-time monitoring capabilities were validated through ex-situ and in-situ tests, and its biocompatibility was confirmed via murine muscle cell viability. The 3DpHS sensor system provides a cost-effective, wireless, real-time solution for continuous health monitoring.",43,9/15/24 18:49,ithenticate,,"Jorge Alfonso Tavares Negrete, Anita Ghandehari, Shingirirai Chakoma, Xiaochang Pei, Jerome Rajendran and Rahim Esfandyarpour (University of California Irvine, USA)"
1571073550,"Performance Analysis of Soil Sensors: Accuracy, Variability, and Repeatability",Track 01 Agriculture and Food Technology,"The increasing challenges of climate extremes, soil degradation, and water scarcity in agriculture necessitate precise monitoring and management of soil conditions. This paper focuses on investigating the variability and benchmarking of commercial soil sensors for real-time monitoring of moisture and nutrient levels (NPK: nitrogen, phosphorus, potassium). The study emphasizes the need for sensor-specific calibration due to significant variability observed across different commercial sensors. Laboratory and field experiments revealed a mismatch of up to 10% in sensor readings, underscoring the importance of calibration. By applying gravimetric and sensor-specific calibration techniques, the study achieved improved accuracy, with post-calibration errors reduced to under 5%. The findings suggest that proper calibration is essential to ensure reliable sensor performance, which is key to implementing efficient and sustainable precision agriculture practices.",6,9/15/24 18:49,ithenticate,,"Puja Banerjee (TIH For IoT and IoE IIT Bomabay, India); Priteem Ranjan Behera and Swapnali Bansode (TIH Foundation for IOT and IOE, India); Ashwini Gajarushi (TIH Foundation for IoT and IoE, India); Leena Vachhani (IIT Bombay, India); Maryam Shojaei Baghini (IITB, India); Arunachalam Thangasamy (ICAR, India)"
1571073553,"Advanced Wearable Platform for Continuous, Wireless Monitoring of Sweat Cortisol","Track 07 IoT, Wearables and Immersive Technologies","Stress significantly impacts health, highlighting the need for precise and objective measurement methods, as conventional self-report questionnaires often lack reliability. Existing wearable technologies, utilizing physical sensors like electrocardiogram and galvanic skin response face specificity issues and interference from non-stress-related activities. Molecular biosensors targeting cortisol, a primary stress biomarker, provide a compelling alternative; however, traditional blood-based cortisol assays are invasive and impractical for continuous monitoring due to their complexity and cost. This study presents a novel wearable molecularly imprinted polymer-radiofrequency (MIP-RF)  biosensing system for non-invasive, continuous, and real-time sweat cortisol monitoring. The proposed system is wireless, battery-free, flexible, reusable, and environmentally stable, featuring an inductance-capacitance transducer that translates cortisol concentrations into resonant frequency shifts with high sensitivity (~155kHz/log[µM]) over the physiological range of 0-1μM. Integration with Near-Field Communication (NFC) technology enables seamless operation without batteries, while a 3D-printed microfluidic channel facilitates direct sweat sampling, allowing on-demand continuous monitoring of cortisol levels throughout daily activities. Validation of the system through circadian rhythm assessment, comparing morning and evening cortisol concentrations, demonstrates its effectiveness. This advancement represents a significant leap in non-invasive, on-demand health monitoring, offering a precise wearable platform for continuous molecular detection of stress biomarkers.",39,9/15/24 18:49,ithenticate,,"Shingirirai Chakoma, Jerome Rajendran, Xiaochang Pei, Anita Ghandehari, Jorge Alfonso Tavares Negrete and Rahim Esfandyarpour (University of California Irvine, USA)"
1571073555,Impact of Mobility on Performance of RDC Protocols in IoT Environment,"Track 07 IoT, Wearables and Immersive Technologies","To facilitate the usage of internet protocol IPv6 in
IEEE 802.15.4 wireless networks, an adaptation layer 6LoWPAN
is sandwiched between network layer and data link layer. In
protocol stack of 6LoWPAN, data link layer is supported by two
protocols namely MAC and Radio Duty Cycle (RDC) protocols.
MAC protocol takes care of transmission and retransmissions
and RDC protocol will define sleep and wake-up cycles of
nodes. Growing interest in mobile IoT, made us exlore the
RDC protocols in the context of mobility. Since, duty cycle
affects the power efficiency of nodes, it is essential to choose the
efficient RDC protocol to increase the lifetime of the network
in mobile IoT applications. Existing works have focused on
the efficiency of RDC protocol in static scenarios however in
mobile scenarios, the need for an efficient RDC protocol is
enhanced due to the dynamic nature of the network. Since,
node mobility poses many challenges, it is essential to know
the impact of mobility on performance of the RDC protocol
to ensure network reliability and responsiveness. Thus, in this
work we have carried out experiments using Contiki OS/Cooja
simulator to evaluate the performance of different combinations
of MAC and RDC protocols in mobile scenarios with respect
to routing protocol, IPv6 Routing Protocol for Low Power and
Lossy Networks (RPL). Random Way Point mobility model is
used for the evaluation. Bonnmotion tool is used to generate
these mobility traces. CSMA/SicslowMAC, CSMA/CxMAC and
CSMA/ContikiMAC combinations are used for comparison in
the context of IoT environment",17,9/15/24 18:49,ithenticate,,"Soumya S Vastrad (Ramaiah Institute of Technology, India); Shobha Kanakanhalli Ramanna (Visveswararya Technological University & MS.Ramaiah Institute of Technology, India)"
1571073556,Fluorescence Spectroscopy of Milk to Detect Edible Oil Adulteration: A Potential Challenge for Dairy Industry,Track 01 Agriculture and Food Technology,"The present study explored a simple spectroscopy study to detect vegetable oil (rice bran oil, and palm oil) in cow and buffalo milk. The excitation-emission profile of the milk compound and vegetable oils which are used as adulterants could be used to ascertain the milk quality. A comparative methodology of UV-VIS spectroscopy and fluorescence spectroscopy has been done based on their commercial feasibility. The method may solve the potential challenge of determining organic adulteration at the milk collection point which is considered to be the potential commercial loss for the entire dairy industry.",16,9/15/24 18:49,ithenticate,,"Atindra Kanti Mandal (Indian Institute of Technology Bombay, India); Barnali Ghatak (Computational Intelligence Lab & Jadavpur University, India); Mainak Mondal (NIDHI EIR Fellow, India); Bipan Tudu (Jadavpur University, Kolkata, India); Nityananda Das (J. K. College Purulia, India); Rajib Bandyopadhyay (Jadavpur University, India); Soumyo Mukherji (Indian Institute of Technology Bombay, India)"
1571073584,On Selection Criteria of Sensor for Online Non-Contact Vibrometry of Grinding Mills,"Track 04 Industry 5. 0, Manufacturing and Automation","Accurate measurement of surface vibration of a ball mill is essential to the determination of the liner wear, and subsequently its replacement interval. Owing to the variability in specifications and cost of off-the-shelf non-contact vibration sensors, it is necessary to define a methodology to test the diagnostic sensitivity of a sensor, and determine its fitment to the target application. This work presents a novel approach towards sensor selection, where the vibration displacement characteristics is determined for a given target application. The vibration information can subsequently be leveraged for an optimal choice of sensor, in regards to the diagnostic sensitivity. Three off-the-shelf sensors of known range resolution have been tested for their suitability for machine diagnostics. Experimental results show that the measurement outcomes of the sensors agree with the one-time sensor selection study.",4,9/15/24 18:52,ithenticate,,"Mayukh Biswas (TCS Research, India); Raj Rakshit (Tata Consultancy Services, India); Amit Swain (TCS Research, India); Chirabrata Bhaumik (Tata Consultancy Services & TCS Research, India)"
1571073601,Sensitive Detection of Fat and Urea Content in Milk Using Ultraviolet-Visible- Near Infrared Spectroscopy,Track 01 Agriculture and Food Technology,"The sensitive detection of fat content and urea adulteration in milk using ultraviolet-visible-near infrared
(UV-Vis-NIR) spectroscopy is reported. In the initial experiments the spectra of commercially sourced milk from 8 brands with different fat contents (3-6%), a total of 16 samples, are recorded in the wavelength range of 190-800 nm. Principal
component analysis is performed on these spectra The score plots of the first two principal components (PC1 and PC2) enable a visual classification of the milk brands according to fat contents. Out of these 8 brands, one brand with 4.5% fat content is then selected for urea adulteration from 10mg/dL to 2000 mg/dL. As in the previous case, the score plot of PC1 vs PC2 enables a visual classification of samples based on urea content. Partial least squares regression analysis is carried out
on the data and from this the root means square error (RMSE) and root mean error of cross-validation (RMSECV) are
calculated. It is demonstrated that RMSECV value is of the order of 3.8 while the R^2 value is 0.81 for the adulterated
samples. A confusion matrix was used, to further validate the accuracies. In summary, the present work demonstrates the
efficacy of UV-Vis-NIR spectroscopy for sensitive detection of fat and urea content in milk.",9,9/15/24 18:49,ithenticate,,"Ravinder Tirupati, Samrat Sabat and M Ghanashyam Krishna (University of Hyderabad, India)"
1571073613,Two-Stage Optimization Algorithm for Model Parameter Extraction of a EIS-Based Pocket-Sized Adulterant Detection System for Coconut Oil,Track 09 Sensors Interfaces and Sensors Analytics,"Identifying Cooking oils that are adulterated with cheaper additives or used oils is a pressing challenge today. In this study, a pocket sized, low-cost, and versatile system was developed using the ADuCM355 microcontroller equipped with an electrochemical interface to measure the EIS of acetone extract of coconut oil which is adulterated by adding palmitic acid and fitting the EIS to an equivalent circuit. The model parameters of the equivalent circuit is extracted using different population based optimization technique. The performance, in terms of quality of solution and extraction time, of different variants of differential evolution (DE) algorithm are compared with Particle Swarm Optimization (PSO), Genetic algorithm and Simulated Annealing (SA) algorithm. The study investigates efficiency of multiple optimization algorithms for fitting. In this approach, the detection of adulterants in oils is performed at low frequency of 200 KHz which enables miniaturization of the system for portability.",12,9/15/24 18:49,ithenticate,,"Meruga Udaya, M Ghanashyam Krishna and Samrat Sabat (University of Hyderabad, India)"
1571073622,Mitigating Stiction Failures in In-Use M/NEMS-Based Sensors Using a Reliable Piezoelectric RESET Mechanism,Track 11 Other Novel Applications,"This paper presents a reliable piezoelectric RESET mechanism designed to overcome stiction in MEMS-based sensors during operation. In addition to addressing stiction, the proposed RESET mechanism serves as a beam stop during excessive vibrations or acceleration, preventing further damage to the suspended structure. The integration of this mechanism into the fabrication process requires only one additional lithography step, making it efficient for CMOS-MEMS integration. The RESET functionality has been successfully demonstrated through 1000 cycles without any performance degradation, confirming its robustness and reliability.",20,9/15/24 18:49,ithenticate,,"Khanjan Miteshkumar Joshi (Indian Institute of Technology Delhi, India); Dhairya Singh Arya (CSIR, Central Scientific Instruments Organisation, India); Manu Garg (Indian Institute of Technology, New Delhi, India); Piyush Kumar (Indian Institute of Technology Delhi, India); Pushpapraj Singh (IIT Delhi, India)"
1571073639,Development of a Pulse-Mode Photobiomodulation for Enhancement of Cerebral Oxygenation Level,Track 03 Medical and Digital Healthcare,"The paper represents a low cost Pulse Mode Photobiomoduation (PBM) device where low power infrared LEDs are used. The wavelengths of LEDs are 660, 810 and 850 nm. Altogether 28 LEDs are used which are divided into seven square matrix manner. There are four LEDs in each square matrix. In every square matrix there are two LEDs of wavelength 660, one LED of wavelength 810 and one LED of wavelength 850 nm. When this PBM device applied into the frontal lobe of the cerebral cortex light penetrate into the tissue of the head and react with blood choromophores and activate mitochondrial function then it gets more oxidized and produce Adenosine Triphosphate (ATP), Nitric Oxide (NO) and Reactive Oxygen Species (ROS) which leads to an enhancement of cerebral oxygenation level by approximately 7%.",8,9/15/24 18:49,ithenticate,,"Biswajit Das and Shubhajit Roy Chowdhury (IIT MANDI, India)"
1571073640,Multiple Smaller ArUco Markers Based Marker Design for Optical Camera-Based Surgical Navigation System,Track 03 Medical and Digital Healthcare,"It has become increasingly common to use optical navigation system for various types of surgical procedures, and it has redefined the landscape of surgical procedures, especially for orthopedic surgeries. This system performs real-time tracking of various surgical and digitization tools. Frequently, such a system used either a passive reflective sphere marker or an active marker with LED sources and an infrared stereo-camera system for marker tracking. However, such systems are expensive and financially unviable for smaller healthcare facilities. ArUco marker-based navigation using a single camera has become popular in various applications, including surgical navigation, and can provide a low-cost but efficient solution. The present study suggests using a marker design consisting of multiple small arUco markers instead of a bigger arUco marker. Multiple arUco markers allow the estimation of internal translation and rotational errors within a marker, which can help in detecting inaccurate data points. In the present work, we experimented with two marker designs: one with four smaller markers (M4) and another with two smaller markers (M2). We compared their performance with a similar-sized single arUco marker (M1). Experimental outcomes showed that considering internal translation and rotational errors that can be computed for M4 and M2 markers helps filter bad data points and minimizes the overall markers' translation and rotational estimation errors. Additionally, different marker shapes other than squares can be designed by rearranging the smaller arUco markers.",4,9/15/24 18:49,ithenticate,,"Bakul Gohel (DA-IICT, India); Harsh Vyas and Birva Oza (Dhirubhi-Ambani Institute of Information and Communication Technology, India); Anil Roy (DAIICT, India)"
1571073644,Computational-Efficient Morphology Zone Search in Peripheral Blood Smear for Identification of Atypical Blood Cell Morphologies,Track 03 Medical and Digital Healthcare,"Advances in Digital Pathology has created milestones in creating value add to the pathologists fraternity. One of such solution that aids in reducing the workload of the hematopathologists is the automated analysis of the Peripheral Blood Smear (PBS). The current systems work more towards intermediate magnification to achieve significant success in the Turn-Around-Time (TAT), but same is not achieved for higher magnification. This paper describes above edge-compute integrating neural network model that works with higher magnified smear images to identify the ideal zone of morphology. The results shows that the system is able to reach the region of interest with overall accuracy of 74% for 5-region and 90.3% for 3-region classification system. Further, the tested model achieves the TAT of less than 180 secs in higher magnification. The proposed system shall be implemented for computational constrained imaging systems that may be restricted to use single objectives.",8,9/15/24 18:49,ithenticate,,"S Sree Niranjanaa Bose, Aarthi Sathya Narayanan and Yogeswarr S (Bosch Global Software Technologies, India); Varalakshmi Perumal and Shivani Parayil (Bosch Global Software Technologies Private Limited, India); Bharathi Kannan Natarajan (Bosch Global Software Technologies Pvt Ltd., India); Shefali Karve Hemanth and Murali Mohan (Bosch Global Software Technologies, India)"
1571073646,socialLens: Unveiling Loneliness Levels From Wearable and Smartphone Data,"Track 07 IoT, Wearables and Immersive Technologies","Loneliness is a significant issue affecting people
from diverse backgrounds, impacting their overall well being.
In this paper, we introduce socialLens, a novel framework that
detects loneliness through wearable and smartphone sensor data
fusion. In our 4-month study involving 15 participants, we
observe significant correlation between their multimodal signals
and loneliness. By utilizing comprehensive data analysis and
machine learning techniques, socialLens enables personalized detection of loneliness in an unobtrusive manner, while preserving
privacy of the users. Our results emphasize the importance of
integrating the physiological and mobility centric data for robust
prediction. Our personalized model achieved 83.2% to 100%
accuracy, while aggregated model reached 95.5%.",6,9/15/24 18:49,ithenticate,,"Tarannum Ara (Indian Institute of Technology Kharagpur & None, India); Bivas Mitra (IIT Kharagpur, India)"
1571073647,Analysis of Various Sensor Data Systems During Turbulent Vs Stable Flights,Track 16 Special Session: AI for Sensing,"This analysis investigates and compares the performance and efficiency of various onboard operations during turbulent and stable flights. Utilizing the XPlane-12 simulation, the study analyzes data gathered in continuous non-stop flights. The data also includes information about control surface movements, gear positions, and engine & thrust data. Emphasis is placed on identifying sensor accuracy and reliability during turbulent conditions. This research provides valuable insights for improving onboard sensor technology and flight procedures in real-world scenarios.",,,,,"Kanishk Vishwakarma, Marco Moreno and Fahy Cillian (University of Limerick, Ireland); Sagar Dalai (CSIR-Central Electronics Engineering Research Institute, India); Tom Dorian (University of Limerick, Ireland); Mahammad Irfan (Csir-Central Electronics Engineering Research Institute, India); Ben Bartlett, Matheus Santos, Petar Trslic and Gerard Dooly (University of Limerick, Ireland)"
1571073651,Investigating Skin Deformation: The Impact of Indenter Diameter and Thickness on Mechanical Properties,Track 03 Medical and Digital Healthcare,"Investigating the mechanical behavior of human skin is important for dermatology, the beauty industry, and diagnosing skin diseases. In a recent study, a finite element method (FEM) analysis was conducted using COMSOL Multiphysics to examine the response of skin to controlled prescribed displacement of 1000 μm with a step of 50 μm from a spherical steel indenter with a diameter of 6.22 mm. The skin was modeled as a two-dimensional, single-layer hyperelastic material, considering the dermis and hypodermis, and the Mooney-Rivlin material model was used to simulate its behavior under deformation. The study also investigated the effects of indenter diameter and skin thickness on skin behavior, specifically in terms of contact force, strain energy density, and stress levels. The results indicated that a larger indenter diameter spreads stress over a wider area, leading to increased contact force but decreased stress concentration. Conversely, a thicker layer of skin for the same contact area altered the distribution of deformation forces, resulting in lower local stress and contact force.",15,9/15/24 18:49,ithenticate,,"Pradeep Shukla (Birla Institute of Technology and Science, India); Diplesh Gautam (Sri Balaji University, Pune, India); Venkatesh KP Rao (Birla Institute of Technology and Science, Pilani & BITS Pilani, India)"
1571073656,Influence of Feed-Line Integration on Flexible Sensing Antenna Performance,"Track 07 IoT, Wearables and Immersive Technologies","This paper explores the effect of the integration of an SMA (Sub Miniature Version A) connector on the performance of a (Coplanar waveguide) CPW-Fed circular ring antenna printed on a PET (polyethylene terephthalate) substrate using silver ink. This work aims to make a highly flexible and reliable antenna system suitable for modern wearable and portable electronics applications. The design and fabrication process are described in detail in the paper, with an emphasis on the difficulties in preserving mechanical flexibility and electrical performance. The integration of the SMA connector has carefully been optimized to ensure minimal signal loss and robust connection, even under mechanical stress. Experimental results show that the CPW-fed circular ring antenna, with a securely attached SMA connector and desirable performance metrics, including consistent return loss, validates its potential for use in flexible electronics. The results show that silver ink on PET substrates works well for producing robust and efficient antenna for use in next-generation communication devices.",23,9/15/24 18:49,ithenticate,,"Sanjeev Patel and Mitradip Bhattacharjee (Indian Institute of Science Education and Research Bhopal, India)"
1571073661,Graphite Electrode Based Bipolar Electrode Electrochemiluminescence Portable Platform for Point-Of-Care-Testing Applications,Track 09 Sensors Interfaces and Sensors Analytics,"Electrochemiluminescence (ECL) plays a pivotal role in advancing Point-of-Care-Testing (PoCT) technologies. Traditional lab-based testing, while effective, are often expensive, time-consuming, require large clinical samples, and depend on trained personnel for operation. This study presents an innovative, cost-efficient, and user-friendly approach using a graphite pencil-based bipolar electrode BPE-ECL system for the detection of hydrogen peroxide (H₂O₂) concentrations. The 8B graphite pencil, chosen for its superior electrochemical properties and affordability, serves as an alternative to conventional screen-printed electrodes. A portable, 3D-printed platform integrated with a smartphone captures ECL signals, with a specialized software analyzing signal intensity to determine H₂O₂ concentrations. The system was validated for different H₂O₂ concentrations, demonstrating linearity between 0.01 mM and 1 mM with limit of detection of 9μM. Repeatability analysis confirmed the device's long-term reliability. This low-cost, rapidly assembled, and compact system offers promising applications in biomedical diagnostics, environmental monitoring, and PoCT, presenting a valuable alternative to existing sensor technologies.",13,9/15/24 18:49,ithenticate,,"Ayushh G Khaire, Bidipta Rana, Abhijeet Awasthi, Sangeeta Palekar and Manish Bhaiyya (Ramdeobaba University, India); Jayu Pankaj Kalambe (Shri Ramdeobaba College of Engineering and Management, Nagpur, India)"
1571073670,A Portable 3D Printed Low-Cost Chemiluminescent Sensing Device for Hydrogen Peroxide Detection,Track 09 Sensors Interfaces and Sensors Analytics,"Detecting hydrogen peroxide (H₂O₂) is crucial in various sectors, including food analysis, environmental monitoring, and biomedical diagnostics. Portable chemiluminescence sensors offer an efficient solution for on-site H₂O₂ detection. This study introduces a low-cost, portable chemiluminescent sensor for H₂O₂ detection, developed using 3D printing technology. The detection mechanism is based on a reaction involving luminol as the chemiluminescent agent and cobalt(II) ion complexes as catalysts. The system operates with microliter volumes of luminol, cobalt hexahydrate, and H₂O₂, and the reaction, lasting around 1.5 seconds, is recorded using a smartphone camera. The device was tested for optimization and showed a linear response to H₂O₂ concentrations between 0.1 and 0.7 mM. Under optimized conditions, the chemiluminescent signal showed a decline as H₂O₂ concentrations decreased within the linear range of 0.4 to 0.9 mM, achieving a correlation coefficient (R²) of 0.9672. The detection limit was calculated to be as low as 0.108 mM. Thus, the method offers several advantages, including high sensitivity, selectivity, simplicity, fast response time, and cost-effectiveness.",22,9/15/24 18:49,ithenticate,,"Kavita Katole Manekar (Ramdeobaba University Nagpur India, India); M. A. Hasamnis (Ramdeobaba University, India)"
1571073671,Evaluating Cognitive Function Through Audio- Visual Stimuli and Postural Dynamics: Insights From Standing Position Analysis,Track 03 Medical and Digital Healthcare,"This study investigates how individuals' cognitive
load is assessed while standing up using multimodal
cognitive assessments that incorporate audio-visual signals.
Conventional cognitive tests, including the MMSE and MoCA,
frequently overlook how posture and sensory integration affect
cognitive function. The goal of this research is to provide a more
thorough knowledge of cognitive load under more realistic
situations by adding real-time audio-visual inputs to operate.
Participants completed cognitive activities while standing, with

cognitive load evaluated using the NASA Task Load Index (NASA-
TLX). The findings indicate that differences in cognitive load that

might not be detected by conventional techniques are revealed
when audio-visual stimuli are integrated into standing cognitive
evaluations. This study provides a novel method for evaluating
cognitive performance and emphasizes the importance of position
and sensory information in cognitive evaluation.",8,9/15/24 18:49,ithenticate,,"Himanshi Saini (CSIR CSIO Chandigarh, India)"
1571073672,Flexible Sensors for Acoustic Applications Based on MWCNTs Decorated With ZnO Nanoparticles,Track 11 Other Novel Applications,"This work demonstrates novel flexible sensors for acoustic applications. The sensors have been fabricated using zinc oxide (ZnO) and multi-walled carbon nanotubes (MWCNTs) composite. These nanocomposites exhibit excellent piezoelectric properties, making them highly responsive to vibrations and acoustic signals. As a proof of concept, the prototypes were tested with various acoustic signals including white noise, click track, and DMTF tone. The experimental data has been studied for the sensor's stability, sensitivity, and repeatability. The sensor produced voltage responses of approximately 2.5 V for white noise and 3.0 V for click track signals, respectively. This facile and low-cost fabrication process can yield mass production of these piezoelectric sensors for acoustic applications.",22,9/15/24 18:50,ithenticate,,"Suresh Nuthalapati, Aniket Chakraborthy and Mehmet Sait Özer (Technische Universität Dresden, Germany); M. Ercan Altinsoy (Dresden University of Technology, Germany); Anindya Nag (Technische Universität Dresden, Germany)"
1571073721,Connected Vehicles Testbed for Real-Time Deployment of Use Cases at TiHAN IIT Hyderabad,Track 08 Smart Cities and Villages,"Cellular Vehicle-to-Everything (C-V2X) technology is revolutionizing vehicular communication by enhancing road safety applications and optimizing traffic management. Unlike its predecessor, Dedicated Short-Range Communications (DSRC), C-V2X enables a broader range of coverage and maintains low latency by leveraging cellular infrastructure. This paper presents an overview of indigenously developed C-V2X units viz., software, hardware, stack and their application development on Vehicle-to-Vehicle (V2V), Vehicle-to-Infrastructure (V2I). The solutions provided by C-V2X technologies, which operate using 5G networks and beyond, enhance driver assistance systems and real-time hazard awareness. The results from trials at the TiHAN testbed demonstrate the effectiveness of C-V2X in enabling collision warning and pedestrian detection, as important use cases.",13,9/15/24 18:50,ithenticate,,"Venkata Satya Surya Phaneendra Pydimarri (Technology Innovation Hub on Autonomous Navigation - IIT Hyderabad & NA, India); Venkata Sunnam (C-DAC, India); Harin Ragishetti, Prasad M and Murali Krishna C (Centre for Development of Advanced Computing, India); Annu Sahu (IIT HYDERABAD, India); Rajalakshmi P (IIT Hyderabad, India)"
1571073723,Development of Respiration Monitoring System for Infants Using Ultrasensitive and Stretchable Strain Sensor Patch,Track 09 Sensors Interfaces and Sensors Analytics,This works presents development of a cost-effective respiration monitoring mechanism for infants. The whole system is based on a stretchable strain sensor patch developed using screen printing. The sensor was printed on a biocompatible substrate. The ultrasensitive nature and multielement design of the sensor contribute to picking minute level of strain produced by the breathing simulator to replicate the respiration scenario of an infant baby. To enable real time monitoring competent evaluation electronics was also developed. The mechanism can be used for non-stop observation of an infant and prevents the infant's internal organs from invasive incubation system in use currently.,7,9/15/24 18:50,ithenticate,,"Gitansh Verma, Divyanshu Raj and Chiluvuri Praneeth (Indian Institute of Technology, Jodhpur, India); Sarma (IIT Jodhpur, India); Eugen Koch (TU Braunschweig, Germany); Andreas Dietzel (Technische Universität Braunschweig, Germany)"
1571073726,Comparison of Ankle Joint Dynamics During the Stance Phase of Recreational Walking and Running,Track 03 Medical and Digital Healthcare,"Return to sports is a critical phase in an athlete's career following an injury. Continuous assessment of joint biomechanics is important for developing effective treatment strategies during this period. Particularly, knee and ankle movements play crucial roles in sports related tasks. This study aims to compare the biomechanical parameters of ankle joint during walking and running in recreational athletes. For this, motion capture (MoCAP) data from twenty male recreational runners, reported by Qichang Mei et al. 2022, were employed. The data capturing protocol involved recording MoCAP data from each subject before and after a 5k treadmill run. The proposed method consists of preprocessing of the MoCAP data, computing inverse kinematics parameters, joint angles, and inverse dynamics parameters, such as joint reaction forces and moments of the ankle, using the OpenSim open-source musculoskeletal model. The preliminary results were analysed for the demonstration of variations in the biomechanical parameters during the stance phase of walking and running tasks. It was observed that the higher dorsiflexion exists during walking compared to running, with the statistical significance of p < 0.05. Finally, significant changes in joint reaction forces and moments ankle were demonstrated across four sessions of walking and running tasks. Notably, the moments during running increased considerably compared to walking. However, no significant changes in the biomechanical parameters of ankle were observed between pre-5k and post-5k run sessions. Future work involves predicting injury risk factors using biomechanical parameters of the knee and ankle joints for a comprehensive assessment of athletes.",8,9/16/24 11:48,ithenticate,,"Edward Jero Sam Jeeva Raj, Davidson Jebaseelan D and Muralimohan G (Vellore Institute of Technology Chennai Campus, India)"
1571073728,Maximising Corn Productivity With Sustainable Practices Through Pervasive Sensing and Farm Digital Twins,Track 01 Agriculture and Food Technology,"Corn is a versatile crop of global significance that forms a critical component of food systems for both human and animal consumption. Among the corn varieties, hybrids stand out due to improved genetics and disease resistance which results in better yields and resilience. Conventional practices are environmentally unfriendly due to adoption of inorganic practices that lead to GHG (greenhouse gas) emissions which increase the GWP (global warming potential). With a combination of pervasive farm sensing and calibrated sustainable practices, one can model the crop progression and its environment during a season to maximise farm productivity while enriching the soil and limiting GWP overheads to align with global sustainability goals. For the 2022-23 Rabi season in India, we present a study for a hybrid corn variety grown in an open farm that involved a variety of sensing modalities: (a) soil sensing to ascertain field nutrient conditions, (b) micro-climate sensing of the farm for corn-growth conduciveness, and (c) mobile participatory sensing to monitor the crop stresses. A combination of AI and process-based models as part of a digital twin of the farm were used to consume the sensor data to continuously generate insights on productivity measures such as crop yield and carbon footprint. This allowed the organic sustainable practices for the farm to be calibrated to suit specific needs that maximised productivity as illustrated with the comparison presented against conventional practices. Through this case-study, we show how pervasive multi-modal sensing can play a pivotal role in promoting sustainable precision agriculture in general and cultivation of corn hybrids in particular.",7,9/15/24 18:50,ithenticate,,"Abhishek Kumar, Ruturaj Nivas Patil, Rushikesh Dattatraya Kulat, Swagatam Bose Choudhury, Sanat Sarangi and Nandan Rajpoot (Tata Consultancy Services, India); Ajay Mittal (Research, India); Mariappan Sakkan, Dineshkumar Singh and Srinivasu Pappula (Tata Consultancy Services, India)"
1571073761,Designing a Highly Sensitive Strain Sensor Based Advanced System for Accident Detection and Alert,Track 09 Sensors Interfaces and Sensors Analytics,"The use of Internet of Things (IoTs) is crucial for the development of advanced, highly reliable and cost-effective accident detection system. In India, states and union territories (UTs) reported 4,61,312 road accidents in 2022; these incidents resulted in 1,68,491 fatalities and 4,43,366 injuries, according to a report released by the Ministry of Road Transport and Highways on October 31, 2023. Additionally, this is an 11.9% increase in accidents over the previous calendar year, 2021. Herein, the author presents a screen printing based highly sensitive strain sensor having gauge factor of around 66 which can be attached with the car front and rear bumper to detect accident and also creating an SOS for the family informing them about the accident along with the exact location.",6,9/15/24 18:50,ithenticate,,"Mohammad Arqam (Indian Institute of Technology Jodhpur, India); Sarma (IIT Jodhpur, India)"
